wo,coord_focal,cliente,plataforma,proposta_comercial,id_ticket_req,po_contrato,draft_codigo,data_draft,doc,num_doc,data_doc,escopo,faturado_por,exterior_com_iss,vl_bruto,cofins_3,csll_1,inss_11,irpj_15,pis_065,iss_retido,total_retido,vl_liquido,cofins_76,csll_288,icms_20,irpj_48,pis_165,iss_pagar,total_a_pagar,vencimento,status,data_envio_cliente,obs,data_pgto,data_inicio,data_fim,focal,prev_fat,prev_pag
3610,GR,Transocean,Deepwater Aquila,QT-5220 Rev.1,"Linhas 3, 4, 5",PO 22700005018,5424,2026-01-14,FAT. LOC.,1057,2026-02-13,LOCAÇÃO,Macaé,0,16881.48,,,,,,,,16881.48,1282.99,486.19,,810.31,278.54,,2858.03,2026-03-15,Aguardando Pagamento,2026-02-03,pREVIA OK,,2026-01-10,2026-02-01,DT,2026-02-13,2026-03-16
3597,AS,Constellation,Amaralina Star,QT-4852 Rev.4,BM 4,PO SPC000027682,5508,2026-02-12,FAT. LOC.,1073,2026-03-04,LOCAÇÃO,Macaé,0,24543.36,,,,,,,,24543.36,1865.30,706.85,,1178.08,404.97,,4155.19,2026-04-18,Aguardando Pagamento,2026-03-03,DOCAGEM - previa ok,,2026-02-05,2026-02-08,DT,2026-03-04,2026-04-20
3652,#N/A,Valaris,DS - 17,QT-5323 Rev.2,,106211_1,5449,2026-01-23,NFSe,,,SERVIÇO,,0,312595.74,9377.87,3125.96,,4688.94,2031.87,,19224.64,293371.10,14379.40,5876.80,,10315.66,3125.96,15629.79,49327.61,,Aguardando Resposta do Cliente,2026-03-05,previa ok  - aguardando assinatura colaborador,,2026-01-10,2026-02-23,,,
3652,#N/A,Valaris,DS - 17,QT-5323 Rev.2,,106211_1,5449,2026-01-23,FAT. LOC.,,,LOCAÇÃO,,0,139830.00,,,,,,,,139830.00,10627.08,4027.10,,6711.84,2307.20,,23673.22,,Aguardando Resposta do Cliente,2026-03-05,previa ok  - aguardando assinatura colaborador,,2026-01-10,2026-02-23,,,
3550,VR,Trident,PPM1,QT-4946 Rev.0,BM 12,PO 5100025657_0,5331,2025-12-26,NFSe,1711,2026-02-13,SERVIÇO,Macaé,0,66597.84,1997.94,665.98,,998.97,432.89,,4095.77,62502.07,3063.50,1252.04,,2197.73,665.98,3329.89,10509.14,2026-03-15,Aguardando Pagamento,2026-01-06,previa ok,,2025-12-12,2025-12-25,DT,2026-02-13,2026-03-16
3481,AS,Seadrill,West Tellus,QT-4858 Rev0,#7531,PO 702042783_0,5458,2026-01-27,NFSe,1720,2026-02-13,SERVIÇO,Macaé,0,16250.00,487.50,162.50,,243.75,105.62,,999.38,15250.62,747.50,305.50,,536.25,162.50,812.50,2564.25,2026-03-15,Aguardando Pagamento,2026-02-11,Projeto de Engenharia,,2026-01-01,2026-01-31,RS,2026-02-13,2026-03-16
3324,AS,Seadrill,West Carina,QT-4662 Rev.1,#7315,PO 702042172-4,5379,2026-01-08,NFSe,15,2026-02-13,SERVIÇO,Rio,0,496309.62,14889.29,4963.10,,7444.64,3226.01,,30523.04,465786.58,22830.24,9330.62,,16378.22,4963.10,24815.48,78317.66,2026-03-15,Aguardando Pagamento,2026-02-02,Previa ok,,2026-01-01,2026-01-31,RS,2026-02-13,2026-03-16
3305,GR,Transocean,Aquila,,,NON-PO,5360,2026-01-05,NFSe,1712,2026-02-13,SERVIÇO,Macaé,0,3321.16,99.63,33.21,,49.82,21.59,66.42,270.67,3050.49,152.77,62.44,,109.60,33.21,99.63,457.66,2026-03-15,Aguardando Pagamento,2026-01-13,HE,,2025-12-20,2025-12-20,DT,2026-02-13,2026-03-16
3530,GR,Transocean,KG2,QT-4964 Rev.0,Linha 1,PO 18700011159_1,5460,2026-01-28,NFSe,1706,2026-02-13,SERVIÇO,Macaé,0,33000.00,990.00,330.00,,495.00,214.50,660.00,2689.50,30310.50,1518.00,620.40,,1089.00,330.00,990.00,4547.40,2026-03-15,Aguardando Pagamento,,Projeto de Engenharia,,2026-01-01,2026-01-31,DT,2026-02-13,2026-03-16
3487,GR,Transocean,Aquila,QT-4964 Rev1,,NOW PO,5405,2026-01-14,NFSe,1713,2026-02-13,SERVIÇO,Macaé,0,160022.43,4800.67,1600.22,,2400.34,1040.15,3200.45,13041.83,146980.60,,,,,,,,2026-03-15,Aguardando Pagamento,2026-02-03,,,2026-01-01,2026-01-31,,2026-02-13,2026-03-16
3487,GR,Transocean,Aquila,QT-4964 Rev1,,NOW PO,5405,2026-01-14,FAT. LOC.,1052,2026-02-13,LOCAÇÃO,Macaé,0,22259.81,,,,,,,,22259.81,,,,,,,,2026-03-15,Aguardando Pagamento,2026-02-03,,,2026-01-01,2026-01-31,,2026-02-13,2026-03-16
3490,GR,Transocean,P10.000,QT-4964 Rev0,,BU: TOHU_BU (11023) – GL# EXP-405539-1 - 401700– 009813,5407,2026-01-14,NFSe,1714,2026-02-13,SERVIÇO,Macaé,0,232923.15,6987.69,2329.23,,3493.85,1514.00,4658.46,18983.24,213939.91,,,,,,,,2026-03-15,Aguardando Pagamento,2026-02-02,,,2026-01-01,2026-01-31,,2026-02-13,2026-03-16
3380,MS,Modec,MV20,QT-4784 Rev0,,,5423,,NFSe,,,SERVIÇO,,0,9661.41,289.84,96.61,,144.92,62.80,,594.18,9067.23,444.42,181.63,,318.83,96.61,483.07,1524.57,,CANCELADO,,cobraça feita dentro da DI 5288,,2026-01-11,2026-01-27,PN,2026-03-06,2026-04-20
3490,GR,Transocean,P10.000,QT-4964 Rev0,,BU: TOHU_BU (11023) – GL# EXP-405539-1 - 401700– 009813,5407,2026-01-14,FAT. LOC.,1053,2026-02-13,LOCAÇÃO,Macae,0,22259.81,,,,,,,,22259.81,,,,,,,,2026-03-15,Aguardando Pagamento,2026-02-02,,,2026-01-01,2026-01-31,,2026-02-13,2026-03-16
3801,GR,Transocean,Deepwater Mykonos,Contrato,,NON-PO: TOHU 10297-414224-400161,5468,2026-01-28,NFSe,1718,2026-02-13,SERVIÇO,Macaé,0,1636.17,49.09,16.36,,24.54,10.64,32.72,133.35,1502.82,75.26,30.76,,53.99,16.36,49.09,225.46,2026-03-15,Aguardando Pagamento,2026-02-02,hora extra,,2026-01-01,2026-01-31,DT,2026-02-13,2026-03-16
3801,GR,Transocean,Deepwater Mykonos,Contrato,,NON-PO: TOHU 10297-414224-400161,5476,2026-01-28,NFSe,1719,2026-02-13,SERVIÇO,Macaé,0,1505.65,45.17,15.06,,22.58,9.79,30.11,122.71,1382.94,69.26,28.31,,49.69,15.06,45.17,207.48,2026-03-15,Aguardando Pagamento,2026-02-02,stand by,,2026-01-01,2026-01-31,DT,2026-02-13,2026-03-16
3645,#N/A,Weatherford,Alpha Star,QT-5299 Rev.0,WFT14692026,116083_2,5397,2026-01-13,NFSe,16,2026-02-13,SERVIÇO,Rio,0,17577.08,527.31,175.77,,263.66,114.25,,1080.99,16496.09,808.55,330.45,,580.04,175.77,878.85,2773.66,2026-04-14,Aguardando Pagamento,2026-02-04,previa ok,,2026-01-11,2026-01-17,,2026-02-13,2026-04-14
3380,MS,Modec,MV20,QT-4784 Rev0,,,,,NFSe,,,SERVIÇO,,0,15812.03,474.36,158.12,,237.18,102.78,,972.44,14839.59,727.35,297.27,,521.80,158.12,790.60,2495.14,,Gerência,,cobrança stand by - voo postergado - utilizando dos valores antigos - faltam inserir os valores de logistica de pessoal,,2026-01-11,2026-01-24,PN,,
3645,#N/A,Weatherford,Alpha Star,QT-5299 Rev.0,WFT14702026,116083_2,5397,2026-01-13,FAT. LOC.,2553,2026-02-13,LOCAÇÃO,Rio,0,4900.00,,,,,,,,4900.00,372.40,141.12,,235.20,80.85,,829.57,2026-04-14,Aguardando Pagamento,2026-02-04,previa ok,,2026-01-11,2026-01-17,,2026-02-13,2026-04-14
3643,GR,Transocean,Deepwater Dhirubai KG2,QT-5185 Rev.3,"Linhas 1,3,4 e 5",PO 18700010933_1,5432,2026-01-19,NFSe,1705,2026-02-13,SERVIÇO,Macaé,0,206584.13,6197.52,2065.84,,3098.76,1342.80,4131.68,16836.61,189747.52,,,,,,,,2026-03-15,Aguardando Pagamento,,Previa ok,,2026-01-17,2026-01-23,,2026-02-13,2026-03-16
3676,GR,Transocean,Orion,QT-5361 Rev.0,,PO 20100005500,5497,2026-02-11,NFSe,,,SERVIÇO,,0,116466.68,3494.00,1164.67,,1747.00,757.03,,7162.70,109303.98,5357.47,2189.57,,3843.40,1164.67,5823.33,18378.44,,Aguardando Ajuste da PO,2026-03-03,,,2026-02-07,2026-02-22,DT,2026-04-20,2026-05-20
3359,AS,Seadrill,West Jupiter,QT-4730 Rev.1,#7313,PO 702047633,5378,2026-01-08,NFSe,,,SERVIÇO,,0,153496.00,4604.88,,,,,,,153496.00,,,,,,,,,Gerência,2026-02-02,POstergou dia 07 para dia 12/01 depois 15/01,,2026-01-15,2026-01-31,RS,,
3359,AS,Seadrill,West Jupiter,QT-4730 Rev.1,#7314,PO 702047633,5378,2026-01-08,FAT. LOC.,,,LOCAÇÃO,,0,50213.75,,,,,,,,50213.75,,,,,,,,,Gerência,2026-02-02,Previa ok,,2026-01-15,2026-01-31,RS,,
3643,GR,Transocean,Deepwater Dhirubai KG2,QT-5185 Rev.3,Linha 2,PO 18700010933_1,5432,2026-01-19,FAT. LOC.,1047,2026-02-13,LOCAÇÃO,Macaé,0,207369.85,,,,,,,,207369.85,,,,,,,,2026-03-15,Aguardando Pagamento,,Previa ok - aguardando cust de envio e colata material,,2026-01-17,2026-01-31,,2026-02-13,2026-03-16
3655,AS,Ventura,Victoria,QT-5274 Rev.2,#3616,PO 25004319,5461,2026-01-27,NFSe,1709,2026-02-13,SERVIÇO,Macaé,0,8319.95,249.60,83.20,,124.80,54.08,166.40,678.08,7641.87,382.72,156.42,,274.56,83.20,249.60,1146.49,2026-03-15,Aguardando Pagamento,2026-02-12,Previa ok,,2026-01-19,2026-01-20,DT,2026-02-13,2026-03-16
3655,AS,Ventura,Victoria,QT-5274 Rev.2,#3611,PO 25004319,5461,2026-01-27,FAT. LOC.,1050,2026-02-13,LOCAÇÃO,Macae,0,1400.00,,,,,,,,1400.00,106.40,40.32,,67.20,23.10,,237.02,2026-03-15,Aguardando Pagamento,2026-02-12,Previa ok,,2026-01-19,2026-01-20,DT,2026-02-13,2026-03-16
3655,AS,Ventura,Victoria,QT-5275 Rev.2,#3613,PO 25004320,5496,2026-02-11,NFSe,1710,2026-02-13,SERVIÇO,Macaé,0,4160.00,124.80,41.60,,62.40,27.04,83.20,339.04,3820.96,191.36,78.21,,137.28,41.60,124.80,573.25,2026-03-15,Aguardando Pagamento,2026-02-12,Previa ok,,2026-01-21,2026-01-21,DT,2026-02-13,2026-03-16
3491,GR,Transocean,Deepwater Corcovado,QT-4964 Rev0,Linha 3,PO 18600011113_1,5408,2026-01-14,FAT. LOC.,1055,2026-02-13,LOCAÇÃO,Macaé,0,22259.81,,,,,,,,22259.81,,,,,,,,2026-03-15,Aguardando Pagamento,2026-02-03,,,2026-01-01,2026-01-31,DT,2026-02-13,2026-03-16
3577,AS,Constellation,Base,QT-5080 Rev 0,,SPC000036652,5402,2026-02-01,NFSe,1722,2026-02-13,SERVIÇO,Macae,0,38220.00,1146.60,382.20,,573.30,248.43,,2350.53,35869.47,1758.12,718.54,,1261.26,382.20,1911.00,6031.12,2026-03-30,Aguardando Pagamento,2026-02-02,previa ok,,2026-01-01,2026-01-31,DT,2026-02-13,2026-03-30
3500,MS,Modec,MV22,QT-5016 Rev 0,REQ195731,PO5100011878/#SE1000261181,5489,2026-02-04,NFSe,,,SERVIÇO,,0,11130.00,333.90,111.30,,166.95,72.34,,684.50,10445.50,511.98,209.24,,367.29,111.30,556.50,1756.31,,Aguardando Relatório,2026-02-11,Relatorio Qualidade,,2026-01-16,2026-01-30,PN,2026-03-06,2026-04-20
3500,MS,Modec,MV22,QT-5016 Rev 0,REQ196796,PO5100016628/#SE1000262347,5433,2026-02-04,NFSe,,,SERVIÇO,,0,47972.86,1439.19,479.73,,719.59,311.82,,2950.33,45022.53,2206.75,901.89,,1583.10,479.73,2398.64,7570.12,,Aguardando Resposta do Cliente,2026-02-11,aguardando Itens e Job Progress,,2026-01-16,2026-01-30,PN,2026-03-06,2026-04-20
3500,MS,Modec,MV22,QT-5016 Rev 0,,,,,NFSe,,,SERVIÇO,,0,,,,,,,,,,,,,,,,,,Aguardando Inf. Interna,,STAND BY - COMO COBRAR,,2026-01-16,2026-01-17,PN,2026-03-06,2026-04-20
3655,AS,Ventura,Victoria,QT-5275 Rev.2,#3614,PO 25004320,5496,2026-02-11,FAT. LOC.,1051,2026-02-13,LOCAÇÃO,Macae,0,700.00,,,,,,,,700.00,53.20,20.16,,33.60,11.55,,118.51,2026-03-15,Aguardando Pagamento,2026-02-12,Previa ok,,2026-01-21,2026-01-21,DT,2026-02-13,2026-03-16
3637,MS,Etesco,Arabia I,QT-5226 Rev.1 - Service / QT-5260 Rev.0 - Equipment Rental,Linha 2,PO ARA1-2831-C,5431,2026-02-05,NFSe,1708,2026-02-13,SERVIÇO,Macaé,0,125691.04,3770.73,1256.91,13826.01,1885.37,816.99,,21556.01,104135.03,5781.79,2362.99,,4147.80,1256.91,6284.55,19834.05,2026-03-15,Aguardando Pagamento,2026-02-12,Previa ok,,2026-01-19,2026-02-02,VC,2026-02-13,2026-03-16
3637,MS,Etesco,Arabia I,QT-5226 Rev.1 - Service / QT-5260 Rev.0 - Equipment Rental,Linha 1,PO ARA1-2831-C,5431,2026-02-05,FAT. LOC.,1049,2026-02-13,LOCAÇÃO,Macae,0,8600.00,,,,,,,,8600.00,653.60,247.68,,412.80,141.90,,1455.98,2026-03-15,Aguardando Pagamento,2026-02-12,Previa ok,,2026-01-22,2026-02-02,VC,2026-02-13,2026-03-16
3489,GR,Transocean,Deepwater Dhirubai KG2,QT-4964 Rev0,Linha 7,PO 18700011159_1,5470,2026-01-28,NFSe,1707,2026-02-13,SERVIÇO,Macaé,0,99961.57,2998.85,999.62,,1499.42,649.75,1999.23,8146.87,91814.70,4598.23,1879.28,,3298.73,999.62,2998.85,13774.70,2026-03-15,Aguardando Pagamento,,,,2026-01-25,2026-02-07,DT,2026-02-13,2026-03-16
3489,GR,Transocean,Deepwater Dhirubai KG2,QT-4964 Rev0,Linha 8,PO 18700011159_1,5470,2026-01-28,FAT. LOC.,1048,2026-02-13,LOCAÇÃO,Macae,0,11129.90,,,,,,,,11129.90,845.87,320.54,,534.24,183.64,,1884.29,2026-03-15,Aguardando Pagamento,,,,2026-01-25,2026-02-07,DT,2026-02-13,2026-03-16
3810,MS,Etesco,Takatsugu J,QT-3701 Rev3,,FIXO,5428,2026-01-15,NFSe,1717,2026-02-13,SERVIÇO,Macaé,0,56385.36,1691.56,563.85,6202.39,845.78,366.50,1127.71,10797.80,45587.56,2593.73,1060.04,,1860.72,563.85,1691.56,7769.90,2026-03-15,Aguardando Pagamento,,,,2026-01-26,2026-02-08,VC,2026-02-13,2026-03-16
3810,MS,Etesco,Takatsugu J,QT-3701 Rev3,,FIXO,5428,2026-01-15,FAT. LOC.,1058,2026-02-13,LOCAÇÃO,Macae,0,37590.24,,,,,,,,37590.24,2856.86,1082.60,,1804.33,620.24,,6364.03,2026-03-15,Aguardando Pagamento,,,,2026-01-26,2026-02-08,VC,2026-02-13,2026-03-16
3666,MS,Etesco,Arabia,QT-5353 Rev.0,,PO ARA1-3032,5482,2026-02-05,FAT. LOC.,1054,2026-02-13,LOCAÇÃO,Macaé,0,43020.00,,,,,,,,43020.00,3269.52,1238.98,,2064.96,709.83,,7283.29,2026-03-15,Aguardando Pagamento,2026-02-05,,,2026-01-27,2026-02-02,VC,2026-02-13,2026-03-16
3344,MS,Modec,MV24,QT-4711 Rev.0,REQ193655,PO 5100016982/ SE1000259692,4914,2025-08-06,NFSe,1721,2026-02-13,SERVIÇO,Macaé,0,172925.80,5187.77,1729.26,,2593.89,1124.02,,10634.94,162290.86,7954.59,3251.01,,5706.55,1729.26,8646.29,27287.69,2026-03-15,Aguardando Pagamento,,"cobrança das DI's 4914, 4944 e 4993 nesta linha 865, DI Nº 4914",,2026-01-30,2025-08-02,PN,2026-02-13,2026-03-16
3476,GR,Transocean,Deepwater Corcovado,QT-5300 Rev.0,,NON-PO,5495,2026-02-11,NFSe,1724,2026-02-13,SERVIÇO,Macaé,0,23875.00,716.25,238.75,,358.12,155.19,477.50,1945.81,21929.19,1098.25,448.85,,787.88,238.75,716.25,3289.97,2026-03-15,Aguardando Pagamento,,,,,,DT,2026-02-13,2026-03-16
3629,GR,Transocean,Aquila,QT-5259 Rev.1,,PO 22700005682,5492,2026-02-10,NFSe,1723,2026-02-13,SERVIÇO,Macaé,0,61730.47,1851.91,617.30,,925.96,401.25,1234.61,5031.03,56699.44,,,,,,,,2026-03-15,Enviar NF,,,,2026-02-01,2026-02-08,,2026-02-13,2026-03-16
3480,AS,Seadrill,West Jupiter,QT-4857 Rev0,#7025,PO 702042555_0,5338,2025-12-23,NFSe,17,2026-02-19,SERVIÇO,Rio,0,16250.00,487.50,162.50,,243.75,105.62,,999.38,15250.62,,,,,,,,2026-03-21,Aguardando Pagamento,2026-01-09,Relatório de Engenharia,,2025-12-01,2025-12-31,RS,2026-02-19,2026-03-23
3545,AS,Constellation,Gold Star,QT-5088 Rev.1,,SPC000035964,5514,2026-02-13,FAT. LOC.,1066,2026-02-19,LOCAÇÃO,Macae,0,9560.67,,,,,,,,9560.67,726.61,275.35,,458.91,157.75,,1618.62,2026-04-05,Aguardando Pagamento,,,,2025-11-24,2026-01-12,DT,2026-02-19,2026-04-06
3808,AS,Constellation,Brava Star,QT- 3380 Rev.2,,SPC000035130,5441,2026-02-01,NFSe,,2026-03-05,SERVIÇO,,0,110075.79,3302.27,1100.76,,1651.14,715.49,,6769.66,103306.13,,,,,,,,,Enviar NF,2026-02-10,previa ok,,2026-01-19,2026-02-08,,2026-03-05,1900-01-02
3480,AS,Seadrill,West Jupiter,QT-4857 Rev0,#7521,PO 702042555_0,5457,2026-01-27,NFSe,18,2026-02-19,SERVIÇO,Rio,0,16250.00,487.50,162.50,,243.75,105.62,,999.38,15250.62,747.50,305.50,,536.25,162.50,812.50,2564.25,2026-03-21,Aguardando Pagamento,2026-02-11,Projeto de Engenharia,,2026-01-01,2026-01-31,RS,2026-02-19,2026-03-23
3445,,Helix,SH2,QT-4912 Rev0,,716674,5401,2026-02-01,NFSe,1726,2026-02-19,SERVIÇO,Macae,0,22800.00,684.00,228.00,,342.00,148.20,,1402.20,21397.80,1048.80,428.64,,752.40,228.00,1140.00,3597.84,2026-04-05,Aguardando Pagamento,2026-02-04,previa ok,,2026-01-01,2026-01-31,,2026-02-19,2026-04-06
3324,AS,Seadrill,West Carina,QT-4662 Rev.1,#7316,PO 702042172,5379,2026-01-08,FAT. LOC.,2554,2026-02-19,LOCAÇÃO,Rio,0,51567.38,,,,,,,,51567.38,3919.12,1485.14,,2475.23,850.86,,8730.36,2026-03-21,Aguardando Pagamento,2026-02-02,Previa ok,,2026-01-01,2026-01-31,RS,2026-02-19,2026-03-23
3415,MS,Modec,FPSO Bacalhau,QT-4874 Rev0,REQ193949,PO4500272918/#SE1000259255,5366,2026-01-27,NFSe,1729,2026-02-19,SERVIÇO,Macae,0,59281.48,1778.44,592.81,,889.22,385.33,,3645.81,55635.67,2726.95,1114.49,,1956.29,592.81,2964.07,9354.62,2026-03-21,Aguardando Pagamento,2026-01-27,,,2026-01-02,2026-01-15,PN,2026-02-19,2026-03-23
3445,,Helix,SH2,QT-4912 Rev0,,716007,5448,2026-01-23,NFSe,1727,2026-02-19,SERVIÇO,Macae,0,93240.26,2797.21,932.40,,1398.60,606.06,,5734.28,87505.98,4289.05,1752.92,,3076.93,932.40,4662.01,14713.31,2026-04-05,Aguardando Pagamento,2026-01-26,previa ok,,2026-01-11,2026-01-24,,2026-02-19,2026-04-06
3445,,Helix,SH2,QT-4912 Rev0,,716007,5448,2026-01-23,FAT. LOC.,1064,2026-02-19,LOCAÇÃO,Macae,0,9968.56,,,,,,,,9968.56,757.61,287.09,,478.49,164.48,,1687.68,2026-04-05,Aguardando Pagamento,2026-01-26,previa ok,,2026-01-11,2026-01-24,,2026-02-19,2026-04-06
3415,MS,Modec,FPSO Bacalhau,QT-4874 Rev0,,,5472,2026-01-30,NFSe,,,SERVIÇO,,0,113694.02,3410.82,1136.94,,1705.41,739.01,,6992.18,106701.84,5229.92,2137.45,,3751.90,1136.94,5684.70,17940.92,,Aguardando Inf. Interna,,Aguardando finalizar campanha e relatório final para cobrarmos o nº de itens que ultrapassaram a quantidade contratada,,2026-01-24,2026-02-07,PN,2026-03-06,2026-04-20
3817,,Helix,SH2,QT - 5332 Rev0,,716259,5465,2026-01-27,NFSe,1728,2026-02-19,SERVIÇO,Macae,0,55948.62,1678.46,559.49,,839.23,363.67,,3440.84,52507.78,,,,,,,,2026-04-05,Aguardando Pagamento,2026-02-12,previa ok,,2026-01-25,2026-02-07,,2026-02-19,2026-04-06
3817,,Helix,SH2,QT - 5332 Rev0,,716259,5465,2026-01-27,FAT. LOC.,1065,2026-02-19,LOCAÇÃO,Macae,0,37299.14,,,,,,,,37299.14,,,,,,,,2026-04-05,Aguardando Pagamento,2026-02-12,previa ok,,2026-01-25,2026-02-07,,2026-02-19,2026-04-06
3478,AJ,Foresea,Norbe IX,QT-4984 Rev.0,ID 68475,PO 1365368,5484,2026-02-05,NFSe,,,SERVIÇO,,0,433643.32,13009.30,4336.43,,6504.65,2818.68,,26669.06,406974.26,19947.59,8152.49,,14310.23,4336.43,21682.17,68428.92,,Aguardando Resposta do Cliente,2026-02-20,DOCAGEM - previa ok,,2026-01-25,2026-02-07,VC,2026-03-06,2026-05-05
3478,AJ,Foresea,Norbe IX,QT-4984 Rev.0,ID 68476,PO 1365368,5484,2026-02-05,FAT. LOC.,,,LOCAÇÃO,,0,60034.20,,,,,,,,60034.20,4562.60,1728.98,,2881.64,990.56,,10163.79,,Aguardando Resposta do Cliente,2026-02-20,DOCAGEM - previa ok,,2026-01-25,2026-02-03,VC,2026-03-06,2026-05-05
3662,AJ,Foresea,Norbe IX,QT-5324 Rev.1,ID 68878,PO 1373166,5478,2026-02-02,NFSe,,,SERVIÇO,,0,173780.72,5213.42,1737.81,,2606.71,1129.57,,10687.51,163093.21,7993.91,3267.08,,5734.76,1737.81,8689.04,27422.60,,Aguardando Resposta do Cliente,2026-03-04,previa ok,,2026-01-25,2026-02-22,VC,2026-03-06,2026-05-05
3598,AS,Constellation,Amaralina Star,QT-5176 Rev.1,BM 3,PO SPC000027680,5466,2026-01-28,NFSe,1725,2026-02-19,SERVIÇO,Macae,0,142069.02,4262.07,1420.69,,2131.04,923.45,,8737.24,133331.78,6535.17,2670.90,,4688.28,1420.69,7103.45,22418.49,2026-04-05,Aguardando Pagamento,2026-02-13,DOCAGEM - previa ok,,2026-01-22,2026-02-04,DT,2026-02-19,2026-04-06
3598,AS,Constellation,Amaralina Star,QT-5176 Rev.1,BM 3,PO SPC000027680,5466,2026-01-28,FAT. LOC.,1063,2026-02-19,LOCAÇÃO,Macae,0,11458.72,,,,,,,,11458.72,870.86,330.01,,550.02,189.07,,1939.96,2026-04-05,Aguardando Pagamento,2026-02-13,DOCAGEM - previa ok,,2026-01-22,2026-02-04,DT,2026-02-19,2026-04-06
3629,GR,Transocean,Aquila,QT-5259 Rev.1,,PO 22700005682,5492,2026-02-10,FAT. LOC.,1062,2026-02-19,LOCAÇÃO,Macaé,0,48837.80,,,,,,,,48837.80,,,,,,,,2026-03-15,Enviar NF,,,,2026-02-01,2026-02-08,,2026-02-19,2026-03-16
3607,VR,Technip,Skandi Buzios,QT-5031 Rev.2,,PO 479959-TC1,5282,2025-12-11,NFSe,1732,2026-02-20,SERVIÇO,Macaé,0,43020.63,1290.62,430.21,,645.31,279.63,860.41,3506.18,39514.45,1978.95,808.79,,1419.68,430.21,1290.62,5928.25,2026-04-06,Aguardando Pagamento,2025-12-30,"material coletado, porem aguardando relatorio, pois cood disse colaborador nao fez e tera subir para fazer relatorio",,2025-12-08,2025-12-18,DT,2026-02-20,2026-04-06
3607,VR,Technip,Skandi Buzios,QT-5031 Rev.2,,PO 479959-TC1,5282,2025-12-11,FAT. LOC.,1068,2026-02-20,LOCAÇÃO,Macaé,0,13047.76,,,,,,,,13047.76,991.63,375.78,,626.29,215.29,,2208.99,2026-04-06,Aguardando Pagamento,2025-12-30,"material coletado, porem aguardando relatorio, pois cood disse colaborador nao fez e tera subir para fazer relatorio",,2025-12-08,2025-12-26,DT,2026-02-20,2026-04-06
3561,MS,Modec,MV33,QT-5121 Rev 0,REQ196435,PO5100014961_1/#SE1000261882,5473,2026-01-30,NFSe,,,SERVIÇO,,0,190743.72,5722.31,1907.44,,2861.16,1239.83,,11730.74,179012.98,8774.21,3585.98,,6294.54,1907.44,9537.19,30099.36,,Aguardando Resposta do Cliente,2026-02-19,Previa ok,,2026-01-26,2026-02-08,PN,2026-03-06,2026-04-20
3543,,Helix,SH1,QT-4912 Rev.0,,716674,5400,2026-02-01,NFSe,1731,2026-02-20,SERVIÇO,Macaé,0,22800.00,684.00,228.00,,342.00,148.20,,1402.20,21397.80,1048.80,428.64,,752.40,228.00,1140.00,3597.84,2026-04-06,Aguardando Pagamento,2026-02-11,previa ok,,2026-01-01,2026-01-31,,2026-02-20,2026-04-06
3816,,Helix,SH1,QT - 5332 Rev0,,716263,5464,2026-01-27,NFSe,1730,2026-02-20,SERVIÇO,Macaé,0,49288.07,1478.64,492.88,,739.32,320.37,,3031.22,46256.85,2267.25,926.62,,1626.51,492.88,2464.40,7777.66,2026-04-06,Aguardando Pagamento,2026-02-09,previa ok,,2026-01-24,2026-02-06,,2026-02-20,2026-04-06
3816,,Helix,SH1,QT - 5332 Rev0,,716263,5464,2026-01-27,FAT. LOC.,1067,2026-02-20,LOCAÇÃO,Macae,0,37299.14,,,,,,,,37299.14,2834.73,1074.22,,1790.36,615.44,,6314.74,2026-04-06,Aguardando Pagamento,2026-02-09,previa ok,,2026-01-24,2026-02-06,,2026-02-20,2026-04-06
3676,GR,Transocean,Orion,QT-5361 Rev.0,,PO 20100005500,5497,2026-02-11,FAT. LOC.,,,LOCAÇÃO,,0,26321.50,,,,,,,,26321.50,2000.43,758.06,,1263.43,434.30,,4456.23,,Aguardando Ajuste da PO,2026-03-03,,,2026-02-07,2026-02-22,DT,2026-04-20,2026-05-20
3545,AS,Constellation,Gold Star,QT-5088 Rev.1,,,,,NFSe,,,SERVIÇO,,0,82195.00,2465.85,821.95,,1232.92,534.27,,5054.99,77140.01,3780.97,1545.27,,2712.44,821.95,4109.75,12970.37,,cancelado,,sera feita em outra WO,,2026-01-28,2026-02-11,DT,2026-03-06,2026-04-20
3545,AS,Constellation,Gold Star,QT-5088 Rev.1,,,,,FAT. LOC.,,,LOCAÇÃO,,0,16000.00,,,,,,,,16000.00,1216.00,460.80,,768.00,264.00,,2708.80,,cancelado,,,,2026-01-28,2026-02-11,DT,2026-03-06,2026-04-20
3563,VR,Technip,Skandi Vitoria,QT-5031 Rev 0,,141395-1-DC,5434,2026-01-21,FAT. LOC.,2555,2026-02-23,LOCAÇÃO,Rio,0,25322.08,,,,,,,,25322.08,1924.48,729.28,,1215.46,417.81,,4287.03,2026-04-09,Aguardando Pagamento,2026-01-21,continuação DI anterior,,2025-11-29,2026-01-09,DT,2026-02-23,2026-04-09
3302,GR,Transocean,P10.000,Contrato,,PO 18900009316_1,5303,2025-12-09,NFSe,1571,2026-02-24,SERVIÇO,Macae,0,-169880.10,-5096.40,-1698.80,,-2548.20,-1104.22,,-10447.63,-159432.47,-7814.48,-3193.75,,-5606.04,-1698.80,-8494.01,-26807.08,,,,,,,,DT,,
